Date/Time, Speed (cm/sec), Dir (true)
2010-07-10 00:00:00, 80.5, 239
2010-07-10 00:06:00, 71.5, 235
2010-07-10 00:12:00, 69.1, 237
2010-07-10 00:18:00, 70.8, 243
2010-07-10 00:24:00, 65.0, 242
2010-07-10 00:30:00, 64.5, 244
2010-07-10 00:36:00, 62.2, 244
2010-07-10 00:42:00, 56.5, 246
2010-07-10 00:48:00, 56.7, 247
2010-07-10 00:54:00, 55.6, 247
2010-07-10 01:00:00, 47.7, 246
2010-07-10 01:06:00, 46.3, 244
2010-07-10 01:12:00, 35.7, 240
2010-07-10 01:18:00, 37.9, 248
2010-07-10 01:24:00, 35.4, 246
2010-07-10 01:30:00, 33.4, 249
2010-07-10 01:36:00, 31.2, 248
2010-07-10 01:42:00, 22.2, 254
2010-07-10 01:48:00, 18.3, 242
2010-07-10 01:54:00, 19.0, 250
2010-07-10 02:00:00, 11.1, 251
2010-07-10 02:06:00, 7.5, 260
2010-07-10 02:12:00, 1.7, 276
2010-07-10 02:18:00, 6.7, 33
2010-07-10 02:24:00, 6.5, 39
2010-07-10 02:30:00, 15.8, 61
2010-07-10 02:36:00, 22.9, 80
2010-07-10 02:42:00, 23.9, 84
2010-07-10 02:48:00, 45.0, 40
2010-07-10 02:54:00, 47.4, 44
2010-07-10 03:00:00, 47.0, 51
2010-07-10 03:06:00, 48.5, 56
2010-07-10 03:12:00, 59.2, 52
2010-07-10 03:18:00, 63.7, 58
2010-07-10 03:24:00, 68.5, 58
2010-07-10 03:30:00, 70.1, 65
2010-07-10 03:36:00, 74.3, 64
2010-07-10 03:42:00, 83.0, 66
2010-07-10 03:48:00, 85.7, 69
2010-07-10 03:54:00, 85.6, 70
2010-07-10 04:00:00, 87.4, 69
2010-07-10 04:06:00, 90.9, 66
2010-07-10 04:12:00, 89.3, 65
2010-07-10 04:18:00, 93.9, 65
2010-07-10 04:24:00, 91.4, 66
2010-07-10 04:30:00, 91.3, 68
2010-07-10 04:36:00, 96.2, 67
2010-07-10 04:42:00, 96.5, 67
2010-07-10 04:48:00, 97.3, 67
2010-07-10 04:54:00, 97.8, 68
2010-07-10 05:00:00, 95.0, 67
2010-07-10 05:06:00, 95.4, 69
2010-07-10 05:12:00, 94.0, 71
2010-07-10 05:18:00, 99.6, 70
2010-07-10 05:24:00, 104.2, 69
2010-07-10 05:30:00, 107.1, 69
2010-07-10 05:36:00, 105.5, 71
2010-07-10 05:42:00, 106.0, 70
2010-07-10 05:48:00, 101.7, 70
2010-07-10 05:54:00, 102.1, 70
2010-07-10 06:00:00, 98.6, 71
2010-07-10 06:06:00, 102.5, 74
2010-07-10 06:12:00, 99.6, 75
2010-07-10 06:18:00, 97.4, 75
2010-07-10 06:24:00, 91.1, 74
2010-07-10 06:30:00, 91.7, 73
2010-07-10 06:36:00, 91.6, 74
2010-07-10 06:42:00, 91.1, 76
2010-07-10 06:48:00, 86.1, 75
2010-07-10 06:54:00, 81.9, 75
2010-07-10 07:00:00, 78.4, 74
2010-07-10 07:06:00, 74.0, 74
2010-07-10 07:12:00, 73.5, 76
2010-07-10 07:18:00, 72.7, 77
2010-07-10 07:24:00, 64.5, 79
2010-07-10 07:30:00, 58.9, 78
2010-07-10 07:36:00, 56.0, 77
2010-07-10 07:42:00, 58.1, 79
2010-07-10 07:48:00, 61.7, 81
2010-07-10 07:54:00, 57.3, 79
2010-07-10 08:00:00, 52.1, 83
2010-07-10 08:06:00, 40.1, 78
2010-07-10 08:12:00, 34.1, 78
2010-07-10 08:18:00, 37.9, 77
2010-07-10 08:24:00, 26.2, 84
2010-07-10 08:30:00, 18.3, 71
2010-07-10 08:36:00, 14.0, 80
2010-07-10 08:42:00, 13.0, 99
2010-07-10 08:48:00, 14.1, 167
2010-07-10 08:54:00, 16.9, 185
2010-07-10 09:00:00, 13.1, 197
2010-07-10 09:06:00, 12.9, 211
2010-07-10 09:12:00, 24.1, 216
2010-07-10 09:18:00, 23.2, 229
2010-07-10 09:24:00, 26.2, 226
2010-07-10 09:30:00, 40.9, 228
2010-07-10 09:36:00, 41.3, 236
2010-07-10 09:42:00, 47.0, 232
2010-07-10 09:48:00, 55.9, 234
2010-07-10 09:54:00, 68.2, 234
2010-07-10 10:00:00, 70.6, 235
2010-07-10 10:06:00, 68.8, 241
2010-07-10 10:12:00, 79.8, 244
2010-07-10 10:18:00, 84.8, 244
2010-07-10 10:24:00, 87.9, 247
2010-07-10 10:30:00, 92.3, 249
2010-07-10 10:36:00, 91.4, 247
2010-07-10 10:42:00, 90.0, 244
2010-07-10 10:48:00, 92.8, 249
2010-07-10 10:54:00, 95.1, 250
2010-07-10 11:00:00, 90.3, 243
2010-07-10 11:06:00, 91.1, 244
2010-07-10 11:12:00, 81.9, 240
2010-07-10 11:18:00, 83.2, 241
2010-07-10 11:24:00, 80.8, 241
2010-07-10 11:30:00, 84.8, 243
2010-07-10 11:36:00, 86.2, 243
2010-07-10 11:42:00, 84.8, 241
2010-07-10 11:48:00, 82.5, 241
2010-07-10 11:54:00, 84.1, 242
2010-07-10 12:00:00, 82.7, 240
2010-07-10 12:06:00, 89.4, 243
2010-07-10 12:12:00, 86.1, 240
2010-07-10 12:18:00, 87.1, 244
2010-07-10 12:24:00, 86.2, 245
2010-07-10 12:30:00, 81.3, 244
2010-07-10 12:36:00, 83.0, 243
2010-07-10 12:42:00, 90.1, 248
2010-07-10 12:48:00, 82.3, 240
2010-07-10 12:54:00, 67.1, 236
2010-07-10 13:00:00, 62.1, 241
2010-07-10 13:06:00, 63.2, 240
2010-07-10 13:12:00, 61.3, 242
2010-07-10 13:18:00, 60.7, 242
2010-07-10 13:24:00, 60.4, 242
2010-07-10 13:30:00, 57.9, 243
2010-07-10 13:36:00, 55.9, 242
2010-07-10 13:42:00, 47.2, 236
2010-07-10 13:48:00, 41.3, 235
2010-07-10 13:54:00, 35.6, 237
2010-07-10 14:00:00, 30.6, 242
2010-07-10 14:06:00, 28.3, 243
2010-07-10 14:12:00, 21.1, 240
2010-07-10 14:18:00, 23.7, 242
2010-07-10 14:24:00, 18.6, 250
2010-07-10 14:30:00, 15.6, 263
2010-07-10 14:36:00, 14.6, 277
2010-07-10 14:42:00, 8.3, 275
2010-07-10 14:48:00, 4.8, 305
2010-07-10 14:54:00, 6.0, 355
2010-07-10 15:00:00, 7.9, 4
2010-07-10 15:06:00, 12.7, 38
2010-07-10 15:12:00, 17.3, 44
2010-07-10 15:18:00, 22.5, 43
2010-07-10 15:24:00, 23.5, 60
2010-07-10 15:30:00, 28.7, 62
2010-07-10 15:36:00, 33.0, 60
2010-07-10 15:42:00, 37.7, 66
2010-07-10 15:48:00, 42.4, 68
2010-07-10 15:54:00, 49.9, 67
2010-07-10 16:00:00, 56.5, 67
2010-07-10 16:06:00, 60.0, 69
2010-07-10 16:12:00, 64.0, 68
2010-07-10 16:18:00, 65.9, 68
2010-07-10 16:24:00, 71.8, 66
2010-07-10 16:30:00, 72.5, 65
2010-07-10 16:36:00, 81.3, 66
2010-07-10 16:42:00, 85.2, 67
2010-07-10 16:48:00, 84.0, 66
2010-07-10 16:54:00, 85.5, 65
2010-07-10 17:00:00, 89.7, 65
2010-07-10 17:06:00, 91.5, 64
2010-07-10 17:12:00, 95.0, 65
2010-07-10 17:18:00, 98.2, 65
2010-07-10 17:24:00, 94.0, 67
2010-07-10 17:30:00, 98.6, 68
2010-07-10 17:36:00, 101.8, 69
2010-07-10 17:42:00, 100.0, 69
2010-07-10 17:48:00, 99.4, 68
2010-07-10 17:54:00, 105.1, 69
2010-07-10 18:00:00, 106.2, 72
2010-07-10 18:06:00, 100.7, 72
2010-07-10 18:12:00, 100.9, 72
2010-07-10 18:18:00, 98.6, 70
2010-07-10 18:24:00, 94.2, 72
2010-07-10 18:30:00, 94.0, 74
2010-07-10 18:36:00, 90.0, 76
2010-07-10 18:42:00, 85.6, 77
2010-07-10 18:48:00, 86.3, 78
2010-07-10 18:54:00, 85.0, 76
2010-07-10 19:00:00, 78.9, 75
2010-07-10 19:06:00, 80.8, 75
2010-07-10 19:12:00, 82.1, 78
2010-07-10 19:18:00, 82.3, 75
2010-07-10 19:24:00, 79.9, 77
2010-07-10 19:30:00, 77.7, 75
2010-07-10 19:36:00, 77.0, 73
2010-07-10 19:42:00, 69.6, 76
2010-07-10 19:48:00, 66.9, 78
2010-07-10 19:54:00, 62.7, 79
2010-07-10 20:00:00, 56.4, 77
2010-07-10 20:06:00, 53.4, 77
2010-07-10 20:12:00, 52.9, 79
2010-07-10 20:18:00, 41.7, 81
2010-07-10 20:24:00, 44.3, 81
2010-07-10 20:30:00, 42.3, 83
2010-07-10 20:36:00, 29.2, 93
2010-07-10 20:42:00, 22.7, 97
2010-07-10 20:48:00, 16.2, 89
2010-07-10 20:54:00, 6.9, 122
2010-07-10 21:00:00, 5.0, 212
2010-07-10 21:06:00, 10.0, 240
2010-07-10 21:12:00, 14.0, 240
2010-07-10 21:18:00, 17.2, 238
2010-07-10 21:24:00, 23.2, 231
2010-07-10 21:30:00, 26.8, 233
2010-07-10 21:36:00, 30.7, 236
2010-07-10 21:42:00, 31.1, 237
2010-07-10 21:48:00, 36.2, 237
2010-07-10 21:54:00, 41.0, 234
2010-07-10 22:00:00, 48.1, 231
2010-07-10 22:06:00, 55.5, 230
2010-07-10 22:12:00, 62.3, 238
2010-07-10 22:18:00, 69.5, 240
2010-07-10 22:24:00, 73.1, 242
2010-07-10 22:30:00, 78.3, 244
2010-07-10 22:36:00, 79.1, 244
2010-07-10 22:42:00, 84.3, 245
2010-07-10 22:48:00, 92.6, 247
2010-07-10 22:54:00, 94.9, 245
2010-07-10 23:00:00, 95.4, 245
