Date/Time, Speed (cm/sec), Dir (true)
2010-07-10 00:00:00, 58.9, 233
2010-07-10 00:06:00, 50.1, 233
2010-07-10 00:12:00, 38.1, 227
2010-07-10 00:18:00, 45.1, 231
2010-07-10 00:24:00, 43.6, 227
2010-07-10 00:30:00, 46.9, 232
2010-07-10 00:36:00, 47.2, 233
2010-07-10 00:42:00, 39.4, 222
2010-07-10 00:48:00, 36.0, 224
2010-07-10 00:54:00, 38.3, 225
2010-07-10 01:00:00, 39.1, 228
2010-07-10 01:06:00, 35.2, 220
2010-07-10 01:12:00, 31.1, 211
2010-07-10 01:18:00, 29.7, 229
2010-07-10 01:24:00, 28.3, 214
2010-07-10 01:30:00, 23.5, 208
2010-07-10 01:36:00, 23.7, 203
2010-07-10 01:42:00, 20.3, 209
2010-07-10 01:48:00, 18.2, 207
2010-07-10 01:54:00, 18.8, 202
2010-07-10 02:00:00, 20.4, 179
2010-07-10 02:06:00, 21.4, 168
2010-07-10 02:12:00, 19.6, 158
2010-07-10 02:18:00, 17.0, 155
2010-07-10 02:24:00, 18.9, 146
2010-07-10 02:30:00, 20.4, 135
2010-07-10 02:36:00, 23.6, 114
2010-07-10 02:42:00, 25.0, 102
2010-07-10 02:48:00, 20.7, 102
2010-07-10 02:54:00, 25.7, 91
2010-07-10 03:00:00, 27.7, 88
2010-07-10 03:06:00, 31.1, 88
2010-07-10 03:12:00, 35.9, 79
2010-07-10 03:18:00, 40.7, 77
2010-07-10 03:24:00, 46.5, 82
2010-07-10 03:30:00, 54.0, 79
2010-07-10 03:36:00, 58.7, 79
2010-07-10 03:42:00, 63.8, 78
2010-07-10 03:48:00, 64.6, 71
2010-07-10 03:54:00, 71.3, 70
2010-07-10 04:00:00, 72.3, 71
2010-07-10 04:06:00, 73.6, 70
2010-07-10 04:12:00, 69.4, 71
2010-07-10 04:18:00, 71.4, 68
2010-07-10 04:24:00, 71.2, 70
2010-07-10 04:30:00, 65.4, 70
2010-07-10 04:36:00, 65.2, 68
2010-07-10 04:42:00, 68.7, 63
2010-07-10 04:48:00, 66.2, 62
2010-07-10 04:54:00, 66.0, 62
2010-07-10 05:00:00, 70.4, 60
2010-07-10 05:06:00, 69.6, 61
2010-07-10 05:12:00, 71.0, 62
2010-07-10 05:18:00, 69.9, 61
2010-07-10 05:24:00, 69.0, 66
2010-07-10 05:30:00, 66.3, 65
2010-07-10 05:36:00, 72.0, 65
2010-07-10 05:42:00, 72.9, 65
2010-07-10 05:48:00, 67.9, 68
2010-07-10 05:54:00, 66.8, 68
2010-07-10 06:00:00, 67.9, 65
2010-07-10 06:06:00, 73.6, 61
2010-07-10 06:12:00, 75.8, 60
2010-07-10 06:18:00, 76.0, 60
2010-07-10 06:24:00, 73.8, 57
2010-07-10 06:30:00, 71.2, 56
2010-07-10 06:36:00, 70.5, 55
2010-07-10 06:42:00, 63.3, 52
