Date/Time, Speed (cm/sec), Dir (true)
2010-07-10 00:00:00, 94.6, 243
2010-07-10 00:06:00, 93.4, 243
2010-07-10 00:12:00, 86.2, 243
2010-07-10 00:18:00, 79.0, 245
2010-07-10 00:24:00, 77.8, 246
2010-07-10 00:30:00, 77.7, 245
2010-07-10 00:36:00, 73.1, 246
2010-07-10 00:42:00, 71.1, 250
2010-07-10 00:48:00, 71.0, 253
2010-07-10 00:54:00, 70.6, 252
2010-07-10 01:00:00, 57.2, 254
2010-07-10 01:06:00, 55.3, 252
2010-07-10 01:12:00, 47.0, 254
2010-07-10 01:18:00, 46.1, 258
2010-07-10 01:24:00, 42.4, 252
2010-07-10 01:30:00, 43.3, 259
2010-07-10 01:36:00, 41.6, 258
2010-07-10 01:42:00, 36.8, 262
2010-07-10 01:48:00, 24.3, 255
2010-07-10 01:54:00, 24.3, 256
2010-07-10 02:00:00, 17.8, 262
2010-07-10 02:06:00, 11.2, 285
2010-07-10 02:12:00, 8.6, 303
2010-07-10 02:18:00, 9.3, 340
2010-07-10 02:24:00, 12.7, 9
2010-07-10 02:30:00, 15.9, 34
2010-07-10 02:36:00, 18.1, 35
2010-07-10 02:42:00, 25.9, 48
2010-07-10 02:48:00, 48.9, 39
2010-07-10 02:54:00, 59.2, 46
2010-07-10 03:00:00, 58.5, 49
2010-07-10 03:06:00, 63.8, 54
2010-07-10 03:12:00, 71.4, 50
2010-07-10 03:18:00, 73.2, 53
2010-07-10 03:24:00, 79.0, 55
2010-07-10 03:30:00, 84.7, 64
2010-07-10 03:36:00, 90.5, 67
2010-07-10 03:42:00, 89.4, 69
2010-07-10 03:48:00, 96.2, 68
2010-07-10 03:54:00, 92.9, 68
2010-07-10 04:00:00, 98.1, 68
2010-07-10 04:06:00, 100.8, 68
2010-07-10 04:12:00, 101.7, 68
2010-07-10 04:18:00, 103.1, 69
2010-07-10 04:24:00, 106.0, 68
2010-07-10 04:30:00, 108.9, 68
2010-07-10 04:36:00, 109.7, 68
2010-07-10 04:42:00, 110.8, 67
2010-07-10 04:48:00, 110.2, 69
2010-07-10 04:54:00, 113.2, 71
2010-07-10 05:00:00, 105.6, 71
2010-07-10 05:06:00, 107.6, 73
2010-07-10 05:12:00, 105.4, 72
2010-07-10 05:18:00, 109.8, 71
2010-07-10 05:24:00, 111.6, 72
2010-07-10 05:30:00, 109.5, 70
2010-07-10 05:36:00, 109.1, 70
2010-07-10 05:42:00, 110.6, 71
2010-07-10 05:48:00, 119.4, 70
2010-07-10 05:54:00, 120.7, 70
2010-07-10 06:00:00, 118.5, 70
2010-07-10 06:06:00, 124.5, 74
2010-07-10 06:12:00, 119.3, 74
2010-07-10 06:18:00, 112.9, 76
2010-07-10 06:24:00, 112.3, 78
2010-07-10 06:30:00, 114.4, 77
2010-07-10 06:36:00, 112.8, 78
2010-07-10 06:42:00, 109.6, 78
2010-07-10 06:48:00, 102.5, 80
2010-07-10 06:54:00, 99.4, 79
2010-07-10 07:00:00, 100.1, 80
2010-07-10 07:06:00, 103.4, 81
2010-07-10 07:12:00, 100.3, 81
2010-07-10 07:18:00, 98.8, 82
2010-07-10 07:24:00, 91.6, 82
2010-07-10 07:30:00, 87.2, 85
2010-07-10 07:36:00, 81.7, 84
2010-07-10 07:42:00, 75.4, 83
2010-07-10 07:48:00, 73.5, 82
2010-07-10 07:54:00, 70.4, 85
2010-07-10 08:00:00, 61.2, 89
2010-07-10 08:06:00, 51.8, 90
2010-07-10 08:12:00, 43.3, 91
2010-07-10 08:18:00, 43.4, 103
2010-07-10 08:24:00, 39.7, 112
2010-07-10 08:30:00, 26.9, 116
2010-07-10 08:36:00, 19.6, 124
2010-07-10 08:42:00, 21.7, 143
2010-07-10 08:48:00, 25.3, 169
2010-07-10 08:54:00, 27.3, 182
2010-07-10 09:00:00, 27.3, 196
2010-07-10 09:06:00, 31.8, 191
2010-07-10 09:12:00, 36.6, 197
2010-07-10 09:18:00, 34.7, 205
2010-07-10 09:24:00, 38.8, 217
2010-07-10 09:30:00, 48.8, 216
2010-07-10 09:36:00, 49.3, 226
2010-07-10 09:42:00, 59.1, 226
2010-07-10 09:48:00, 62.3, 230
2010-07-10 09:54:00, 66.1, 229
2010-07-10 10:00:00, 67.9, 231
2010-07-10 10:06:00, 76.0, 237
2010-07-10 10:12:00, 82.2, 240
2010-07-10 10:18:00, 82.9, 239
2010-07-10 10:24:00, 87.3, 242
2010-07-10 10:30:00, 89.3, 242
2010-07-10 10:36:00, 93.6, 240
2010-07-10 10:42:00, 93.0, 238
2010-07-10 10:48:00, 94.8, 243
2010-07-10 10:54:00, 98.6, 244
2010-07-10 11:00:00, 96.5, 242
2010-07-10 11:06:00, 97.7, 246
2010-07-10 11:12:00, 86.0, 244
2010-07-10 11:18:00, 89.4, 243
2010-07-10 11:24:00, 88.8, 242
2010-07-10 11:30:00, 90.0, 244
2010-07-10 11:36:00, 94.5, 243
2010-07-10 11:42:00, 94.3, 243
2010-07-10 11:48:00, 89.8, 243
2010-07-10 11:54:00, 92.5, 243
2010-07-10 12:00:00, 90.6, 243
2010-07-10 12:06:00, 92.1, 244
2010-07-10 12:12:00, 90.5, 243
2010-07-10 12:18:00, 92.0, 248
2010-07-10 12:24:00, 94.0, 249
2010-07-10 12:30:00, 93.0, 246
2010-07-10 12:36:00, 90.3, 248
2010-07-10 12:42:00, 97.2, 248
2010-07-10 12:48:00, 90.7, 243
2010-07-10 12:54:00, 81.3, 240
2010-07-10 13:00:00, 70.3, 242
2010-07-10 13:06:00, 73.7, 242
2010-07-10 13:12:00, 73.0, 244
2010-07-10 13:18:00, 71.4, 246
2010-07-10 13:24:00, 70.9, 248
2010-07-10 13:30:00, 67.3, 247
2010-07-10 13:36:00, 63.5, 246
2010-07-10 13:42:00, 52.8, 243
2010-07-10 13:48:00, 41.8, 242
2010-07-10 13:54:00, 37.5, 249
2010-07-10 14:00:00, 36.0, 250
2010-07-10 14:06:00, 35.3, 250
2010-07-10 14:12:00, 31.1, 256
2010-07-10 14:18:00, 24.5, 258
2010-07-10 14:24:00, 24.5, 267
2010-07-10 14:30:00, 23.7, 267
2010-07-10 14:36:00, 19.7, 283
2010-07-10 14:42:00, 11.3, 300
2010-07-10 14:48:00, 10.7, 314
2010-07-10 14:54:00, 12.8, 326
2010-07-10 15:00:00, 11.3, 346
2010-07-10 15:06:00, 19.6, 7
2010-07-10 15:12:00, 25.8, 23
2010-07-10 15:18:00, 28.5, 21
2010-07-10 15:24:00, 28.7, 29
2010-07-10 15:30:00, 33.6, 42
2010-07-10 15:36:00, 38.0, 44
2010-07-10 15:42:00, 43.2, 52
2010-07-10 15:48:00, 46.9, 57
2010-07-10 15:54:00, 55.7, 60
2010-07-10 16:00:00, 60.1, 61
2010-07-10 16:06:00, 64.3, 65
2010-07-10 16:12:00, 68.0, 67
2010-07-10 16:18:00, 74.1, 65
2010-07-10 16:24:00, 79.0, 61
2010-07-10 16:30:00, 82.2, 65
2010-07-10 16:36:00, 87.1, 65
2010-07-10 16:42:00, 92.7, 66
2010-07-10 16:48:00, 94.2, 65
2010-07-10 16:54:00, 99.7, 65
2010-07-10 17:00:00, 99.5, 66
2010-07-10 17:06:00, 104.1, 67
2010-07-10 17:12:00, 105.0, 68
2010-07-10 17:18:00, 111.8, 70
2010-07-10 17:24:00, 106.8, 69
2010-07-10 17:30:00, 110.7, 70
2010-07-10 17:36:00, 115.9, 69
2010-07-10 17:42:00, 114.0, 70
2010-07-10 17:48:00, 116.0, 69
2010-07-10 17:54:00, 117.4, 69
2010-07-10 18:00:00, 117.8, 70
2010-07-10 18:06:00, 117.8, 71
2010-07-10 18:12:00, 120.6, 70
2010-07-10 18:18:00, 115.1, 72
2010-07-10 18:24:00, 110.6, 74
2010-07-10 18:30:00, 108.1, 75
2010-07-10 18:36:00, 105.9, 75
2010-07-10 18:42:00, 104.6, 74
2010-07-10 18:48:00, 105.3, 72
2010-07-10 18:54:00, 104.8, 72
2010-07-10 19:00:00, 96.9, 71
2010-07-10 19:06:00, 99.7, 73
2010-07-10 19:12:00, 96.9, 73
2010-07-10 19:18:00, 96.7, 73
2010-07-10 19:24:00, 89.5, 74
2010-07-10 19:30:00, 94.4, 72
2010-07-10 19:36:00, 89.1, 72
2010-07-10 19:42:00, 84.8, 75
2010-07-10 19:48:00, 83.9, 78
2010-07-10 19:54:00, 80.4, 80
2010-07-10 20:00:00, 75.5, 81
2010-07-10 20:06:00, 68.3, 82
2010-07-10 20:12:00, 69.6, 83
2010-07-10 20:18:00, 59.5, 89
2010-07-10 20:24:00, 60.5, 89
2010-07-10 20:30:00, 54.0, 95
2010-07-10 20:36:00, 39.1, 106
2010-07-10 20:42:00, 30.6, 123
2010-07-10 20:48:00, 22.5, 120
2010-07-10 20:54:00, 12.4, 134
2010-07-10 21:00:00, 10.0, 164
2010-07-10 21:06:00, 13.3, 185
2010-07-10 21:12:00, 15.4, 190
2010-07-10 21:18:00, 21.1, 197
2010-07-10 21:24:00, 25.5, 203
2010-07-10 21:30:00, 29.8, 219
2010-07-10 21:36:00, 41.9, 224
2010-07-10 21:42:00, 41.4, 226
2010-07-10 21:48:00, 50.2, 226
2010-07-10 21:54:00, 49.6, 227
2010-07-10 22:00:00, 59.2, 227
2010-07-10 22:06:00, 60.9, 231
2010-07-10 22:12:00, 65.6, 234
2010-07-10 22:18:00, 71.6, 239
2010-07-10 22:24:00, 76.0, 241
2010-07-10 22:30:00, 84.2, 245
2010-07-10 22:36:00, 83.4, 241
2010-07-10 22:42:00, 82.7, 243
2010-07-10 22:48:00, 88.2, 241
2010-07-10 22:54:00, 91.8, 241
2010-07-10 23:00:00, 101.3, 244
2010-07-10 23:06:00, 106.5, 246
2010-07-10 23:12:00, 109.9, 245
2010-07-10 23:18:00, 104.5, 243
2010-07-10 23:24:00, 108.6, 244
2010-07-10 23:30:00, 101.8, 243
2010-07-10 23:36:00, 96.8, 239
2010-07-10 23:42:00, 95.3, 239
2010-07-10 23:48:00, 93.2, 240
2010-07-10 23:54:00, 93.2, 242
2010-07-11 00:00:00, 91.3, 242
2010-07-11 00:06:00, 96.8, 245
2010-07-11 00:12:00, 99.0, 243
2010-07-11 00:18:00, 94.4, 244
2010-07-11 00:24:00, 91.7, 244
2010-07-11 00:30:00, 94.4, 241
2010-07-11 00:36:00, 95.4, 243
2010-07-11 00:42:00, 104.2, 241
2010-07-11 00:48:00, 97.8, 237
2010-07-11 00:54:00, 89.6, 236
2010-07-11 01:00:00, 88.6, 242
2010-07-11 01:06:00, 73.3, 241
2010-07-11 01:12:00, 79.5, 247
2010-07-11 01:18:00, 79.2, 245
2010-07-11 01:24:00, 81.4, 244
2010-07-11 01:30:00, 77.3, 243
2010-07-11 01:36:00, 74.5, 243
2010-07-11 01:42:00, 68.7, 248
2010-07-11 01:48:00, 66.1, 245
2010-07-11 01:54:00, 61.8, 243
2010-07-11 02:00:00, 56.1, 245
2010-07-11 02:06:00, 44.6, 242
2010-07-11 02:12:00, 50.9, 246
2010-07-11 02:18:00, 40.4, 243
2010-07-11 02:24:00, 41.1, 246
2010-07-11 02:30:00, 39.1, 245
2010-07-11 02:36:00, 28.5, 242
2010-07-11 02:42:00, 25.8, 252
2010-07-11 02:48:00, 22.0, 253
2010-07-11 02:54:00, 16.4, 272
2010-07-11 03:00:00, 12.8, 272
2010-07-11 03:06:00, 8.8, 293
2010-07-11 03:12:00, 6.3, 340
2010-07-11 03:18:00, 9.9, 355
2010-07-11 03:24:00, 13.9, 38
2010-07-11 03:30:00, 20.9, 49
2010-07-11 03:36:00, 27.9, 50
2010-07-11 03:42:00, 33.9, 53
2010-07-11 03:48:00, 41.3, 55
2010-07-11 03:54:00, 45.5, 60
2010-07-11 04:00:00, 50.7, 56
2010-07-11 04:06:00, 59.6, 56
2010-07-11 04:12:00, 71.4, 62
2010-07-11 04:18:00, 77.0, 59
2010-07-11 04:24:00, 82.4, 63
2010-07-11 04:30:00, 89.8, 64
2010-07-11 04:36:00, 94.1, 63
2010-07-11 04:42:00, 98.8, 62
2010-07-11 04:48:00, 102.9, 65
2010-07-11 04:54:00, 107.3, 65
2010-07-11 05:00:00, 111.3, 67
2010-07-11 05:06:00, 116.8, 66
2010-07-11 05:12:00, 114.3, 69
2010-07-11 05:18:00, 123.4, 67
2010-07-11 05:24:00, 123.8, 69
2010-07-11 05:30:00, 129.2, 66
2010-07-11 05:36:00, 131.5, 69
2010-07-11 05:42:00, 136.8, 71
2010-07-11 05:48:00, 142.0, 71
2010-07-11 05:54:00, 142.6, 69
2010-07-11 06:00:00, 138.1, 71
2010-07-11 06:06:00, 141.4, 73
2010-07-11 06:12:00, 142.0, 73
2010-07-11 06:18:00, 138.4, 74
2010-07-11 06:24:00, 131.1, 75
2010-07-11 06:30:00, 142.8, 76
2010-07-11 06:36:00, 138.7, 74
2010-07-11 06:42:00, 134.9, 74
2010-07-11 06:48:00, 132.4, 73
2010-07-11 06:54:00, 135.5, 72
2010-07-11 07:00:00, 132.5, 74
2010-07-11 07:06:00, 132.7, 72
2010-07-11 07:12:00, 134.2, 74
2010-07-11 07:18:00, 130.2, 75
2010-07-11 07:24:00, 128.9, 75
2010-07-11 07:30:00, 122.5, 78
2010-07-11 07:36:00, 124.0, 79
2010-07-11 07:42:00, 119.9, 81
2010-07-11 07:48:00, 114.3, 81
2010-07-11 07:54:00, 111.2, 78
2010-07-11 08:00:00, 105.1, 77
2010-07-11 08:06:00, 98.7, 75
2010-07-11 08:12:00, 90.7, 78
2010-07-11 08:18:00, 87.8, 77
2010-07-11 08:24:00, 78.3, 76
2010-07-11 08:30:00, 69.9, 77
2010-07-11 08:36:00, 63.4, 78
2010-07-11 08:42:00, 55.0, 78
2010-07-11 08:48:00, 58.1, 84
2010-07-11 08:54:00, 55.7, 94
2010-07-11 09:00:00, 52.0, 92
2010-07-11 09:06:00, 47.5, 97
2010-07-11 09:12:00, 42.1, 100
2010-07-11 09:18:00, 34.3, 109
2010-07-11 09:24:00, 27.9, 116
2010-07-11 09:30:00, 28.4, 128
2010-07-11 09:36:00, 21.3, 144
2010-07-11 09:42:00, 21.6, 146
2010-07-11 09:48:00, 20.6, 159
2010-07-11 09:54:00, 24.4, 186
2010-07-11 10:00:00, 29.4, 192
2010-07-11 10:06:00, 30.1, 209
2010-07-11 10:12:00, 35.9, 215
2010-07-11 10:18:00, 42.4, 219
2010-07-11 10:24:00, 49.9, 224
2010-07-11 10:30:00, 48.5, 225
2010-07-11 10:36:00, 54.0, 227
2010-07-11 10:42:00, 66.0, 230
2010-07-11 10:48:00, 70.3, 231
2010-07-11 10:54:00, 76.5, 232
2010-07-11 11:00:00, 82.8, 238
2010-07-11 11:06:00, 88.4, 241
2010-07-11 11:12:00, 87.8, 244
2010-07-11 11:18:00, 93.2, 248
2010-07-11 11:24:00, 93.9, 248
2010-07-11 11:30:00, 97.4, 248
2010-07-11 11:36:00, 97.7, 244
2010-07-11 11:42:00, 94.5, 240
