Date/Time, Speed (cm/sec), Dir (true)
2010-07-10 00:00:00, 74.8, 237
2010-07-10 00:06:00, 64.6, 233
2010-07-10 00:12:00, 58.8, 233
2010-07-10 00:18:00, 63.0, 243
2010-07-10 00:24:00, 61.1, 241
2010-07-10 00:30:00, 60.7, 243
2010-07-10 00:36:00, 58.9, 242
2010-07-10 00:42:00, 53.6, 243
2010-07-10 00:48:00, 48.9, 244
2010-07-10 00:54:00, 48.2, 244
2010-07-10 01:00:00, 46.6, 243
2010-07-10 01:06:00, 42.6, 239
2010-07-10 01:12:00, 33.2, 233
2010-07-10 01:18:00, 34.1, 251
2010-07-10 01:24:00, 29.3, 241
2010-07-10 01:30:00, 29.0, 247
2010-07-10 01:36:00, 27.8, 247
2010-07-10 01:42:00, 20.9, 246
2010-07-10 01:48:00, 17.7, 242
2010-07-10 01:54:00, 17.4, 246
2010-07-10 02:00:00, 10.1, 231
2010-07-10 02:06:00, 9.8, 240
2010-07-10 02:12:00, 2.4, 171
2010-07-10 02:18:00, 7.3, 62
2010-07-10 02:24:00, 8.6, 90
2010-07-10 02:30:00, 15.1, 76
2010-07-10 02:36:00, 24.1, 89
2010-07-10 02:42:00, 26.1, 93
2010-07-10 02:48:00, 37.7, 43
2010-07-10 02:54:00, 38.8, 47
2010-07-10 03:00:00, 43.2, 51
2010-07-10 03:06:00, 46.7, 56
2010-07-10 03:12:00, 56.3, 52
2010-07-10 03:18:00, 57.5, 58
2010-07-10 03:24:00, 61.6, 60
2010-07-10 03:30:00, 61.5, 65
2010-07-10 03:36:00, 68.1, 68
2010-07-10 03:42:00, 76.1, 66
2010-07-10 03:48:00, 83.3, 68
2010-07-10 03:54:00, 82.4, 71
2010-07-10 04:00:00, 84.5, 69
2010-07-10 04:06:00, 87.5, 66
2010-07-10 04:12:00, 85.9, 64
2010-07-10 04:18:00, 88.7, 65
2010-07-10 04:24:00, 87.7, 64
2010-07-10 04:30:00, 87.4, 65
2010-07-10 04:36:00, 89.9, 62
2010-07-10 04:42:00, 88.8, 64
2010-07-10 04:48:00, 88.6, 65
2010-07-10 04:54:00, 87.1, 64
2010-07-10 05:00:00, 87.7, 64
2010-07-10 05:06:00, 92.0, 67
2010-07-10 05:12:00, 91.6, 68
2010-07-10 05:18:00, 96.8, 71
2010-07-10 05:24:00, 97.5, 68
