Date/Time, Speed (cm/sec), Dir (true)
2010-06-09 20:12:00, 47.1, 156
2010-06-09 20:18:00, 35.3, 169
2010-06-09 20:24:00, 34.6, 188
2010-06-09 20:30:00, 32.0, 194
2010-06-09 20:36:00, 31.4, 197
2010-06-09 20:42:00, 38.9, 195
2010-06-09 20:48:00, 38.3, 194
2010-06-09 20:54:00, 41.2, 208
2010-06-09 21:00:00, 46.4, 212
2010-06-09 21:06:00, 48.8, 220
2010-06-09 21:12:00, 49.0, 224
2010-06-09 21:18:00, 47.9, 227
2010-06-09 21:24:00, 47.8, 230
2010-06-09 21:30:00, 55.9, 230
2010-06-09 21:36:00, 52.2, 233
2010-06-09 21:42:00, 71.4, 237
2010-06-09 21:48:00, 79.3, 238
2010-06-09 21:54:00, 83.7, 240
2010-06-09 22:00:00, 93.5, 241
2010-06-09 22:06:00, 98.8, 243
2010-06-09 22:12:00, 103.5, 247
2010-06-09 22:18:00, 96.6, 246
2010-06-09 22:24:00, 99.7, 249
2010-06-09 22:30:00, 101.9, 251
2010-06-09 22:36:00, 100.7, 249
2010-06-09 22:42:00, 103.2, 248
2010-06-09 22:48:00, 91.3, 249
2010-06-09 22:54:00, 99.7, 249
2010-06-09 23:00:00, 96.7, 257
2010-06-09 23:06:00, 104.1, 262
2010-06-09 23:12:00, 98.6, 261
2010-06-09 23:18:00, 96.2, 257
2010-06-09 23:24:00, 92.4, 257
2010-06-09 23:30:00, 91.3, 258
2010-06-09 23:36:00, 89.1, 255
2010-06-09 23:42:00, 82.1, 254
2010-06-09 23:48:00, 85.1, 258
2010-06-09 23:54:00, 90.1, 251
2010-06-10 00:00:00, 89.8, 254
2010-06-10 00:06:00, 94.5, 254
2010-06-10 00:12:00, 94.3, 258
2010-06-10 00:18:00, 78.8, 264
2010-06-10 00:24:00, 79.3, 270
2010-06-10 00:30:00, 79.4, 271
2010-06-10 00:36:00, 82.9, 272
2010-06-10 00:42:00, 79.4, 273
2010-06-10 00:48:00, 77.3, 276
2010-06-10 00:54:00, 73.4, 274
2010-06-10 01:00:00, 67.5, 280
2010-06-10 01:06:00, 62.7, 287
2010-06-10 01:12:00, 57.2, 291
2010-06-10 01:18:00, 50.5, 292
2010-06-10 01:24:00, 46.6, 296
2010-06-10 01:30:00, 40.0, 310
2010-06-10 01:36:00, 34.9, 309
2010-06-10 01:42:00, 25.9, 317
