Date/Time, Speed (cm/sec), Dir (true)
2010-07-10 00:00:00, 65.7, 236
2010-07-10 00:06:00, 53.6, 233
2010-07-10 00:12:00, 45.4, 231
2010-07-10 00:18:00, 51.0, 239
2010-07-10 00:24:00, 50.0, 237
2010-07-10 00:30:00, 55.0, 238
2010-07-10 00:36:00, 49.3, 241
2010-07-10 00:42:00, 45.7, 233
2010-07-10 00:48:00, 40.0, 236
2010-07-10 00:54:00, 40.4, 235
2010-07-10 01:00:00, 44.1, 238
2010-07-10 01:06:00, 39.5, 235
2010-07-10 01:12:00, 33.1, 227
2010-07-10 01:18:00, 34.2, 237
2010-07-10 01:24:00, 27.5, 226
2010-07-10 01:30:00, 26.2, 232
2010-07-10 01:36:00, 20.8, 230
2010-07-10 01:42:00, 17.4, 236
2010-07-10 01:48:00, 13.8, 231
2010-07-10 01:54:00, 16.9, 227
2010-07-10 02:00:00, 12.6, 219
2010-07-10 02:06:00, 12.4, 188
2010-07-10 02:12:00, 10.3, 154
2010-07-10 02:18:00, 6.9, 117
2010-07-10 02:24:00, 17.0, 126
2010-07-10 02:30:00, 18.6, 120
2010-07-10 02:36:00, 19.8, 105
2010-07-10 02:42:00, 27.1, 103
2010-07-10 02:48:00, 25.8, 50
2010-07-10 02:54:00, 31.9, 56
2010-07-10 03:00:00, 34.8, 59
2010-07-10 03:06:00, 33.4, 66
2010-07-10 03:12:00, 44.7, 60
2010-07-10 03:18:00, 49.9, 64
2010-07-10 03:24:00, 51.9, 71
2010-07-10 03:30:00, 53.8, 75
2010-07-10 03:36:00, 63.4, 72
2010-07-10 03:42:00, 69.3, 69
2010-07-10 03:48:00, 77.3, 67
2010-07-10 03:54:00, 80.5, 69
2010-07-10 04:00:00, 77.7, 68
2010-07-10 04:06:00, 81.4, 64
2010-07-10 04:12:00, 78.4, 62
2010-07-10 04:18:00, 83.0, 62
2010-07-10 04:24:00, 81.8, 63
2010-07-10 04:30:00, 77.2, 64
2010-07-10 04:36:00, 79.3, 59
2010-07-10 04:42:00, 79.3, 60
2010-07-10 04:48:00, 83.7, 60
2010-07-10 04:54:00, 85.7, 61
2010-07-10 05:00:00, 83.9, 64
2010-07-10 05:06:00, 83.9, 66
2010-07-10 05:12:00, 83.8, 65
