Date/Time, Speed (cm/sec), Dir (true)
2010-07-10 00:00:00, 103.6, 244
2010-07-10 00:06:00, 103.5, 248
2010-07-10 00:12:00, 95.6, 246
2010-07-10 00:18:00, 84.2, 248
2010-07-10 00:24:00, 85.2, 249
2010-07-10 00:30:00, 86.5, 251
2010-07-10 00:36:00, 79.7, 250
2010-07-10 00:42:00, 78.4, 253
2010-07-10 00:48:00, 77.6, 255
2010-07-10 00:54:00, 77.0, 255
2010-07-10 01:00:00, 67.0, 255
2010-07-10 01:06:00, 63.6, 257
2010-07-10 01:12:00, 53.8, 257
2010-07-10 01:18:00, 55.1, 262
2010-07-10 01:24:00, 49.5, 254
2010-07-10 01:30:00, 46.2, 264
2010-07-10 01:36:00, 45.1, 265
2010-07-10 01:42:00, 41.0, 263
2010-07-10 01:48:00, 33.0, 269
2010-07-10 01:54:00, 29.5, 270
2010-07-10 02:00:00, 25.9, 275
2010-07-10 02:06:00, 18.9, 290
2010-07-10 02:12:00, 16.0, 303
2010-07-10 02:18:00, 18.1, 322
2010-07-10 02:24:00, 20.0, 351
2010-07-10 02:30:00, 25.4, 6
2010-07-10 02:36:00, 25.9, 16
2010-07-10 02:42:00, 30.9, 42
2010-07-10 02:48:00, 46.4, 34
2010-07-10 02:54:00, 53.3, 42
2010-07-10 03:00:00, 59.3, 47
2010-07-10 03:06:00, 59.5, 55
2010-07-10 03:12:00, 68.0, 52
2010-07-10 03:18:00, 77.8, 56
2010-07-10 03:24:00, 82.1, 54
2010-07-10 03:30:00, 80.4, 65
2010-07-10 03:36:00, 87.3, 67
2010-07-10 03:42:00, 93.3, 67
2010-07-10 03:48:00, 97.4, 67
2010-07-10 03:54:00, 97.8, 67
2010-07-10 04:00:00, 103.9, 68
2010-07-10 04:06:00, 105.8, 68
2010-07-10 04:12:00, 108.8, 68
2010-07-10 04:18:00, 112.4, 69
2010-07-10 04:24:00, 111.4, 69
2010-07-10 04:30:00, 113.4, 68
2010-07-10 04:36:00, 114.1, 68
2010-07-10 04:42:00, 117.1, 66
2010-07-10 04:48:00, 118.2, 69
2010-07-10 04:54:00, 118.1, 70
2010-07-10 05:00:00, 111.1, 72
2010-07-10 05:06:00, 115.8, 72
2010-07-10 05:12:00, 112.8, 72
2010-07-10 05:18:00, 116.4, 70
2010-07-10 05:24:00, 118.3, 69
2010-07-10 05:30:00, 109.3, 70
2010-07-10 05:36:00, 115.1, 71
2010-07-10 05:42:00, 124.7, 72
2010-07-10 05:48:00, 128.3, 70
2010-07-10 05:54:00, 131.3, 72
2010-07-10 06:00:00, 123.0, 72
2010-07-10 06:06:00, 123.5, 72
2010-07-10 06:12:00, 124.3, 72
2010-07-10 06:18:00, 125.9, 74
2010-07-10 06:24:00, 121.2, 75
2010-07-10 06:30:00, 122.5, 75
2010-07-10 06:36:00, 119.4, 75
2010-07-10 06:42:00, 114.8, 77
2010-07-10 06:48:00, 113.7, 78
2010-07-10 06:54:00, 113.8, 75
