Date/Time, Speed (cm/sec), Dir (true)
2010-07-10 00:00:00, 111.7, 249
2010-07-10 00:06:00, 109.0, 251
2010-07-10 00:12:00, 102.4, 251
2010-07-10 00:18:00, 95.8, 250
2010-07-10 00:24:00, 93.7, 252
2010-07-10 00:30:00, 92.6, 256
2010-07-10 00:36:00, 88.6, 252
2010-07-10 00:42:00, 91.1, 256
2010-07-10 00:48:00, 87.2, 257
2010-07-10 00:54:00, 86.4, 258
2010-07-10 01:00:00, 73.1, 259
2010-07-10 01:06:00, 74.3, 261
2010-07-10 01:12:00, 65.3, 262
2010-07-10 01:18:00, 67.4, 270
2010-07-10 01:24:00, 58.4, 264
2010-07-10 01:30:00, 56.4, 269
2010-07-10 01:36:00, 54.2, 274
2010-07-10 01:42:00, 49.1, 280
2010-07-10 01:48:00, 42.2, 281
2010-07-10 01:54:00, 42.5, 288
2010-07-10 02:00:00, 37.8, 293
2010-07-10 02:06:00, 30.5, 308
2010-07-10 02:12:00, 28.6, 315
2010-07-10 02:18:00, 35.2, 331
2010-07-10 02:24:00, 34.2, 349
2010-07-10 02:30:00, 39.2, 1
2010-07-10 02:36:00, 40.5, 12
2010-07-10 02:42:00, 42.2, 30
2010-07-10 02:48:00, 35.5, 36
2010-07-10 02:54:00, 43.9, 37
2010-07-10 03:00:00, 51.3, 50
2010-07-10 03:06:00, 52.1, 53
2010-07-10 03:12:00, 59.7, 52
2010-07-10 03:18:00, 74.6, 59
2010-07-10 03:24:00, 78.0, 51
2010-07-10 03:30:00, 81.8, 65
2010-07-10 03:36:00, 85.5, 66
2010-07-10 03:42:00, 90.7, 65
2010-07-10 03:48:00, 95.1, 63
2010-07-10 03:54:00, 101.2, 66
2010-07-10 04:00:00, 108.0, 66
2010-07-10 04:06:00, 106.1, 63
2010-07-10 04:12:00, 111.7, 68
2010-07-10 04:18:00, 116.3, 68
2010-07-10 04:24:00, 116.0, 68
2010-07-10 04:30:00, 114.9, 65
2010-07-10 04:36:00, 117.0, 63
2010-07-10 04:42:00, 120.4, 65
2010-07-10 04:48:00, 121.3, 66
2010-07-10 04:54:00, 123.5, 66
2010-07-10 05:00:00, 122.6, 69
2010-07-10 05:06:00, 125.3, 69
2010-07-10 05:12:00, 121.9, 70
2010-07-10 05:18:00, 125.5, 69
2010-07-10 05:24:00, 124.5, 68
2010-07-10 05:30:00, 117.9, 70
2010-07-10 05:36:00, 130.0, 71
2010-07-10 05:42:00, 131.3, 71
2010-07-10 05:48:00, 137.8, 68
2010-07-10 05:54:00, 137.5, 70
2010-07-10 06:00:00, 135.5, 69
2010-07-10 06:06:00, 131.8, 71
2010-07-10 06:12:00, 127.9, 71
2010-07-10 06:18:00, 124.3, 73
2010-07-10 06:24:00, 125.8, 72
2010-07-10 06:30:00, 124.8, 71
2010-07-10 06:36:00, 122.0, 72
2010-07-10 06:42:00, 116.9, 72
2010-07-10 06:48:00, 118.7, 75
2010-07-10 06:54:00, 119.2, 74
2010-07-10 07:00:00, 114.7, 74
2010-07-10 07:06:00, 110.2, 73
2010-07-10 07:12:00, 108.1, 74
2010-07-10 07:18:00, 107.1, 75
2010-07-10 07:24:00, 99.0, 78
2010-07-10 07:30:00, 94.0, 79
2010-07-10 07:36:00, 87.3, 82
2010-07-10 07:42:00, 88.2, 84
2010-07-10 07:48:00, 83.7, 87
2010-07-10 07:54:00, 81.8, 87
2010-07-10 08:00:00, 71.0, 89
2010-07-10 08:06:00, 66.0, 97
2010-07-10 08:12:00, 60.8, 97
2010-07-10 08:18:00, 54.3, 108
2010-07-10 08:24:00, 42.0, 121
2010-07-10 08:30:00, 32.8, 135
2010-07-10 08:36:00, 27.1, 140
2010-07-10 08:42:00, 29.2, 156
2010-07-10 08:48:00, 32.0, 150
2010-07-10 08:54:00, 37.4, 161
2010-07-10 09:00:00, 37.0, 175
2010-07-10 09:06:00, 37.8, 164
