Date/Time, Speed (cm/sec), Dir (true)
2010-07-10 00:00:00, 109.5, 252
2010-07-10 00:06:00, 108.2, 253
2010-07-10 00:12:00, 103.9, 253
2010-07-10 00:18:00, 98.5, 252
2010-07-10 00:24:00, 95.0, 256
2010-07-10 00:30:00, 100.4, 257
2010-07-10 00:36:00, 95.9, 257
2010-07-10 00:42:00, 97.7, 259
2010-07-10 00:48:00, 97.3, 260
2010-07-10 00:54:00, 92.8, 261
2010-07-10 01:00:00, 83.9, 262
2010-07-10 01:06:00, 85.2, 268
2010-07-10 01:12:00, 77.6, 268
2010-07-10 01:18:00, 74.9, 274
2010-07-10 01:24:00, 66.0, 271
2010-07-10 01:30:00, 61.7, 283
2010-07-10 01:36:00, 60.8, 284
2010-07-10 01:42:00, 58.4, 292
2010-07-10 01:48:00, 47.9, 297
2010-07-10 01:54:00, 50.6, 304
2010-07-10 02:00:00, 49.9, 310
2010-07-10 02:06:00, 44.6, 315
2010-07-10 02:12:00, 45.4, 331
2010-07-10 02:18:00, 46.9, 343
2010-07-10 02:24:00, 46.7, 353
2010-07-10 02:30:00, 47.9, 5
2010-07-10 02:36:00, 52.3, 17
2010-07-10 02:42:00, 46.0, 31
2010-07-10 02:48:00, 27.9, 53
2010-07-10 02:54:00, 34.7, 44
2010-07-10 03:00:00, 42.4, 55
2010-07-10 03:06:00, 44.2, 58
2010-07-10 03:12:00, 47.1, 59
2010-07-10 03:18:00, 66.6, 62
2010-07-10 03:24:00, 76.8, 53
2010-07-10 03:30:00, 82.4, 63
2010-07-10 03:36:00, 88.3, 61
2010-07-10 03:42:00, 89.8, 61
2010-07-10 03:48:00, 96.5, 58
2010-07-10 03:54:00, 99.9, 63
2010-07-10 04:00:00, 106.7, 60
2010-07-10 04:06:00, 107.2, 60
2010-07-10 04:12:00, 107.6, 64
2010-07-10 04:18:00, 113.9, 64
2010-07-10 04:24:00, 117.6, 63
2010-07-10 04:30:00, 117.3, 62
2010-07-10 04:36:00, 120.4, 62
2010-07-10 04:42:00, 122.1, 64
2010-07-10 04:48:00, 124.6, 64
2010-07-10 04:54:00, 127.6, 65
2010-07-10 05:00:00, 130.6, 68
2010-07-10 05:06:00, 128.1, 68
2010-07-10 05:12:00, 127.6, 68
2010-07-10 05:18:00, 122.9, 67
2010-07-10 05:24:00, 125.9, 67
2010-07-10 05:30:00, 123.6, 70
2010-07-10 05:36:00, 117.4, 68
2010-07-10 05:42:00, 123.1, 67
2010-07-10 05:48:00, 133.0, 67
2010-07-10 05:54:00, 132.5, 68
2010-07-10 06:00:00, 135.1, 65
2010-07-10 06:06:00, 131.2, 67
2010-07-10 06:12:00, 123.7, 70
2010-07-10 06:18:00, 117.6, 72
2010-07-10 06:24:00, 116.7, 71
2010-07-10 06:30:00, 114.6, 70
2010-07-10 06:36:00, 110.3, 69
2010-07-10 06:42:00, 110.3, 70
2010-07-10 06:48:00, 110.3, 69
2010-07-10 06:54:00, 110.9, 70
2010-07-10 07:00:00, 103.4, 70
2010-07-10 07:06:00, 99.5, 73
2010-07-10 07:12:00, 95.9, 74
2010-07-10 07:18:00, 91.5, 76
2010-07-10 07:24:00, 83.3, 77
2010-07-10 07:30:00, 82.9, 80
2010-07-10 07:36:00, 77.9, 86
2010-07-10 07:42:00, 81.1, 89
2010-07-10 07:48:00, 84.0, 91
2010-07-10 07:54:00, 79.3, 92
2010-07-10 08:00:00, 74.7, 92
2010-07-10 08:06:00, 65.9, 97
2010-07-10 08:12:00, 66.3, 99
2010-07-10 08:18:00, 58.3, 106
2010-07-10 08:24:00, 47.1, 110
2010-07-10 08:30:00, 38.9, 118
2010-07-10 08:36:00, 33.5, 121
2010-07-10 08:42:00, 27.8, 125
2010-07-10 08:48:00, 29.7, 129
2010-07-10 08:54:00, 23.4, 141
2010-07-10 09:00:00, 26.4, 160
2010-07-10 09:06:00, 31.3, 153
2010-07-10 09:12:00, 32.2, 158
2010-07-10 09:18:00, 30.2, 169
2010-07-10 09:24:00, 34.0, 190
2010-07-10 09:30:00, 37.0, 200
2010-07-10 09:36:00, 39.9, 207
2010-07-10 09:42:00, 43.5, 208
2010-07-10 09:48:00, 51.5, 218
2010-07-10 09:54:00, 49.0, 219
2010-07-10 10:00:00, 54.5, 222
2010-07-10 10:06:00, 67.3, 227
2010-07-10 10:12:00, 69.1, 227
2010-07-10 10:18:00, 70.9, 228
2010-07-10 10:24:00, 77.1, 237
2010-07-10 10:30:00, 84.4, 238
2010-07-10 10:36:00, 87.1, 236
2010-07-10 10:42:00, 95.5, 237
2010-07-10 10:48:00, 97.1, 240
2010-07-10 10:54:00, 99.0, 235
2010-07-10 11:00:00, 96.6, 234
2010-07-10 11:06:00, 101.9, 239
2010-07-10 11:12:00, 99.0, 244
2010-07-10 11:18:00, 101.9, 246
2010-07-10 11:24:00, 100.3, 242
2010-07-10 11:30:00, 102.8, 246
2010-07-10 11:36:00, 107.5, 246
2010-07-10 11:42:00, 110.0, 247
2010-07-10 11:48:00, 110.3, 250
2010-07-10 11:54:00, 109.0, 247
2010-07-10 12:00:00, 112.3, 249
2010-07-10 12:06:00, 106.7, 249
2010-07-10 12:12:00, 101.0, 248
2010-07-10 12:18:00, 106.6, 252
2010-07-10 12:24:00, 110.9, 251
2010-07-10 12:30:00, 115.2, 250
2010-07-10 12:36:00, 112.4, 252
2010-07-10 12:42:00, 114.1, 252
2010-07-10 12:48:00, 111.9, 251
2010-07-10 12:54:00, 106.3, 249
2010-07-10 13:00:00, 96.8, 250
2010-07-10 13:06:00, 90.8, 251
2010-07-10 13:12:00, 90.9, 252
2010-07-10 13:18:00, 87.5, 256
2010-07-10 13:24:00, 90.0, 256
2010-07-10 13:30:00, 83.6, 259
2010-07-10 13:36:00, 78.9, 258
2010-07-10 13:42:00, 66.1, 255
2010-07-10 13:48:00, 57.1, 252
2010-07-10 13:54:00, 50.9, 258
2010-07-10 14:00:00, 48.3, 260
2010-07-10 14:06:00, 49.6, 267
2010-07-10 14:12:00, 45.4, 272
2010-07-10 14:18:00, 42.9, 278
2010-07-10 14:24:00, 43.5, 289
2010-07-10 14:30:00, 41.6, 293
2010-07-10 14:36:00, 34.6, 304
2010-07-10 14:42:00, 32.0, 312
2010-07-10 14:48:00, 31.2, 322
2010-07-10 14:54:00, 30.0, 333
2010-07-10 15:00:00, 33.4, 345
2010-07-10 15:06:00, 41.0, 349
2010-07-10 15:12:00, 42.6, 357
2010-07-10 15:18:00, 47.1, 16
2010-07-10 15:24:00, 54.5, 24
2010-07-10 15:30:00, 56.5, 30
2010-07-10 15:36:00, 59.9, 38
2010-07-10 15:42:00, 63.8, 43
2010-07-10 15:48:00, 65.8, 45
2010-07-10 15:54:00, 71.6, 51
