Date/Time, Speed (cm/sec), Dir (true)
2010-07-10 00:00:00, 46.6, 236
2010-07-10 00:06:00, 40.5, 237
2010-07-10 00:12:00, 36.6, 224
2010-07-10 00:18:00, 40.6, 225
2010-07-10 00:24:00, 33.4, 210
2010-07-10 00:30:00, 40.0, 217
2010-07-10 00:36:00, 36.1, 220
2010-07-10 00:42:00, 30.4, 206
2010-07-10 00:48:00, 29.7, 212
2010-07-10 00:54:00, 30.7, 211
2010-07-10 01:00:00, 29.2, 210
2010-07-10 01:06:00, 32.6, 204
2010-07-10 01:12:00, 26.4, 194
2010-07-10 01:18:00, 27.2, 205
2010-07-10 01:24:00, 27.1, 202
2010-07-10 01:30:00, 22.7, 193
2010-07-10 01:36:00, 25.3, 192
2010-07-10 01:42:00, 22.2, 183
2010-07-10 01:48:00, 23.6, 183
2010-07-10 01:54:00, 25.2, 171
2010-07-10 02:00:00, 28.5, 169
2010-07-10 02:06:00, 30.8, 162
2010-07-10 02:12:00, 31.0, 161
2010-07-10 02:18:00, 28.6, 158
2010-07-10 02:24:00, 31.8, 150
2010-07-10 02:30:00, 29.9, 149
2010-07-10 02:36:00, 25.3, 133
2010-07-10 02:42:00, 26.9, 126
2010-07-10 02:48:00, 27.3, 125
2010-07-10 02:54:00, 30.8, 117
2010-07-10 03:00:00, 29.1, 113
2010-07-10 03:06:00, 30.6, 105
2010-07-10 03:12:00, 34.2, 102
2010-07-10 03:18:00, 37.0, 97
2010-07-10 03:24:00, 41.0, 97
2010-07-10 03:30:00, 43.2, 99
2010-07-10 03:36:00, 41.8, 93
2010-07-10 03:42:00, 48.8, 93
2010-07-10 03:48:00, 50.3, 92
2010-07-10 03:54:00, 51.4, 88
2010-07-10 04:00:00, 53.8, 87
2010-07-10 04:06:00, 55.7, 85
2010-07-10 04:12:00, 56.0, 84
2010-07-10 04:18:00, 53.9, 82
2010-07-10 04:24:00, 53.1, 80
2010-07-10 04:30:00, 51.7, 76
2010-07-10 04:36:00, 49.3, 70
2010-07-10 04:42:00, 48.9, 69
2010-07-10 04:48:00, 50.2, 67
2010-07-10 04:54:00, 46.7, 64
2010-07-10 05:00:00, 49.4, 63
2010-07-10 05:06:00, 50.9, 64
2010-07-10 05:12:00, 49.8, 62
2010-07-10 05:18:00, 48.2, 63
2010-07-10 05:24:00, 45.3, 60
2010-07-10 05:30:00, 47.8, 56
2010-07-10 05:36:00, 51.8, 56
2010-07-10 05:42:00, 54.5, 59
2010-07-10 05:48:00, 51.5, 57
2010-07-10 05:54:00, 53.8, 62
2010-07-10 06:00:00, 57.1, 64
2010-07-10 06:06:00, 56.3, 60
2010-07-10 06:12:00, 53.9, 56
2010-07-10 06:18:00, 50.3, 53
2010-07-10 06:24:00, 45.3, 53
2010-07-10 06:30:00, 42.9, 52
2010-07-10 06:36:00, 40.7, 48
2010-07-10 06:42:00, 42.3, 48
2010-07-10 06:48:00, 39.7, 45
2010-07-10 06:54:00, 39.1, 48
2010-07-10 07:00:00, 40.9, 43
2010-07-10 07:06:00, 40.3, 43
2010-07-10 07:12:00, 39.3, 41
2010-07-10 07:18:00, 37.6, 39
2010-07-10 07:24:00, 33.6, 34
2010-07-10 07:30:00, 33.0, 33
2010-07-10 07:36:00, 34.4, 26
2010-07-10 07:42:00, 35.7, 26
2010-07-10 07:48:00, 37.5, 23
2010-07-10 07:54:00, 33.8, 19
2010-07-10 08:00:00, 35.3, 18
2010-07-10 08:06:00, 34.0, 14
2010-07-10 08:12:00, 29.5, 3
2010-07-10 08:18:00, 32.0, 359
2010-07-10 08:24:00, 31.4, 358
2010-07-10 08:30:00, 23.9, 344
2010-07-10 08:36:00, 25.5, 342
2010-07-10 08:42:00, 22.9, 341
2010-07-10 08:48:00, 25.5, 340
2010-07-10 08:54:00, 25.1, 318
2010-07-10 09:00:00, 33.0, 299
2010-07-10 09:06:00, 34.7, 293
2010-07-10 09:12:00, 37.9, 288
2010-07-10 09:18:00, 42.7, 283
2010-07-10 09:24:00, 44.9, 279
2010-07-10 09:30:00, 44.4, 282
2010-07-10 09:36:00, 46.5, 277
2010-07-10 09:42:00, 48.0, 270
2010-07-10 09:48:00, 47.7, 269
2010-07-10 09:54:00, 52.5, 263
2010-07-10 10:00:00, 50.9, 262
2010-07-10 10:06:00, 47.9, 254
2010-07-10 10:12:00, 47.0, 250
2010-07-10 10:18:00, 50.8, 243
2010-07-10 10:24:00, 52.3, 241
2010-07-10 10:30:00, 53.7, 237
2010-07-10 10:36:00, 50.8, 238
2010-07-10 10:42:00, 56.5, 240
2010-07-10 10:48:00, 57.4, 241
2010-07-10 10:54:00, 57.6, 244
2010-07-10 11:00:00, 65.4, 244
2010-07-10 11:06:00, 61.7, 239
2010-07-10 11:12:00, 55.5, 236
2010-07-10 11:18:00, 54.2, 233
2010-07-10 11:24:00, 64.4, 233
2010-07-10 11:30:00, 53.5, 230
2010-07-10 11:36:00, 57.4, 230
2010-07-10 11:42:00, 45.3, 240
2010-07-10 11:48:00, 49.3, 233
2010-07-10 11:54:00, 53.9, 241
2010-07-10 12:00:00, 57.0, 233
2010-07-10 12:06:00, 63.3, 236
2010-07-10 12:12:00, 60.4, 236
2010-07-10 12:18:00, 59.8, 234
2010-07-10 12:24:00, 62.3, 233
2010-07-10 12:30:00, 55.1, 232
2010-07-10 12:36:00, 60.6, 233
2010-07-10 12:42:00, 60.1, 235
2010-07-10 12:48:00, 58.0, 237
2010-07-10 12:54:00, 47.8, 233
2010-07-10 13:00:00, 42.1, 211
2010-07-10 13:06:00, 43.0, 214
2010-07-10 13:12:00, 38.0, 216
2010-07-10 13:18:00, 41.4, 211
2010-07-10 13:24:00, 39.5, 211
2010-07-10 13:30:00, 38.6, 213
2010-07-10 13:36:00, 35.3, 216
2010-07-10 13:42:00, 28.9, 210
2010-07-10 13:48:00, 31.6, 203
2010-07-10 13:54:00, 32.0, 204
2010-07-10 14:00:00, 27.9, 207
2010-07-10 14:06:00, 27.2, 204
2010-07-10 14:12:00, 21.1, 191
2010-07-10 14:18:00, 16.2, 192
2010-07-10 14:24:00, 18.9, 187
2010-07-10 14:30:00, 22.8, 171
2010-07-10 14:36:00, 26.7, 164
2010-07-10 14:42:00, 30.0, 165
2010-07-10 14:48:00, 29.4, 160
2010-07-10 14:54:00, 29.9, 162
2010-07-10 15:00:00, 29.7, 151
2010-07-10 15:06:00, 34.4, 146
2010-07-10 15:12:00, 35.9, 140
2010-07-10 15:18:00, 34.0, 140
2010-07-10 15:24:00, 34.4, 143
2010-07-10 15:30:00, 37.5, 135
2010-07-10 15:36:00, 34.8, 133
2010-07-10 15:42:00, 40.3, 126
2010-07-10 15:48:00, 34.7, 119
2010-07-10 15:54:00, 36.7, 110
2010-07-10 16:00:00, 37.8, 103
2010-07-10 16:06:00, 40.0, 101
2010-07-10 16:12:00, 41.7, 104
2010-07-10 16:18:00, 41.1, 98
2010-07-10 16:24:00, 47.1, 99
2010-07-10 16:30:00, 48.2, 96
2010-07-10 16:36:00, 49.0, 94
2010-07-10 16:42:00, 52.0, 88
2010-07-10 16:48:00, 53.1, 88
2010-07-10 16:54:00, 54.6, 86
2010-07-10 17:00:00, 51.7, 86
2010-07-10 17:06:00, 51.3, 87
2010-07-10 17:12:00, 52.2, 81
2010-07-10 17:18:00, 52.4, 77
2010-07-10 17:24:00, 50.8, 73
2010-07-10 17:30:00, 46.2, 69
2010-07-10 17:36:00, 43.7, 67
2010-07-10 17:42:00, 37.9, 65
2010-07-10 17:48:00, 41.6, 63
2010-07-10 17:54:00, 41.7, 59
2010-07-10 18:00:00, 47.1, 61
2010-07-10 18:06:00, 45.3, 62
2010-07-10 18:12:00, 42.0, 59
2010-07-10 18:18:00, 39.9, 53
2010-07-10 18:24:00, 43.3, 49
2010-07-10 18:30:00, 40.6, 48
2010-07-10 18:36:00, 43.6, 49
2010-07-10 18:42:00, 41.9, 49
2010-07-10 18:48:00, 42.1, 54
2010-07-10 18:54:00, 44.4, 54
2010-07-10 19:00:00, 38.6, 48
2010-07-10 19:06:00, 35.1, 44
2010-07-10 19:12:00, 35.8, 40
2010-07-10 19:18:00, 35.0, 40
2010-07-10 19:24:00, 32.8, 35
2010-07-10 19:30:00, 32.8, 28
2010-07-10 19:36:00, 31.1, 29
2010-07-10 19:42:00, 29.7, 19
2010-07-10 19:48:00, 27.2, 20
2010-07-10 19:54:00, 29.7, 17
2010-07-10 20:00:00, 28.8, 11
2010-07-10 20:06:00, 28.5, 10
2010-07-10 20:12:00, 28.7, 0
2010-07-10 20:18:00, 28.1, 2
