Date/Time, Speed (cm/sec), Dir (true)
2010-07-10 00:00:00, 61.3, 237
2010-07-10 00:06:00, 49.5, 233
2010-07-10 00:12:00, 39.9, 228
2010-07-10 00:18:00, 49.2, 236
2010-07-10 00:24:00, 47.2, 230
2010-07-10 00:30:00, 48.2, 233
2010-07-10 00:36:00, 45.6, 239
2010-07-10 00:42:00, 41.5, 227
2010-07-10 00:48:00, 37.3, 229
2010-07-10 00:54:00, 37.5, 228
2010-07-10 01:00:00, 40.9, 233
2010-07-10 01:06:00, 37.2, 226
2010-07-10 01:12:00, 28.8, 212
2010-07-10 01:18:00, 29.6, 232
2010-07-10 01:24:00, 26.8, 220
2010-07-10 01:30:00, 24.0, 215
2010-07-10 01:36:00, 22.3, 211
2010-07-10 01:42:00, 19.0, 214
2010-07-10 01:48:00, 16.1, 208
2010-07-10 01:54:00, 17.2, 206
2010-07-10 02:00:00, 13.6, 192
2010-07-10 02:06:00, 19.2, 175
2010-07-10 02:12:00, 19.2, 160
2010-07-10 02:18:00, 12.2, 147
2010-07-10 02:24:00, 16.4, 141
2010-07-10 02:30:00, 17.3, 120
2010-07-10 02:36:00, 23.0, 116
2010-07-10 02:42:00, 27.1, 97
2010-07-10 02:48:00, 21.3, 90
2010-07-10 02:54:00, 27.0, 83
2010-07-10 03:00:00, 30.2, 76
2010-07-10 03:06:00, 32.5, 81
2010-07-10 03:12:00, 36.6, 72
2010-07-10 03:18:00, 41.2, 75
2010-07-10 03:24:00, 45.2, 78
2010-07-10 03:30:00, 55.1, 78
2010-07-10 03:36:00, 59.4, 75
2010-07-10 03:42:00, 65.4, 72
2010-07-10 03:48:00, 70.0, 69
2010-07-10 03:54:00, 72.7, 69
2010-07-10 04:00:00, 74.7, 71
2010-07-10 04:06:00, 75.2, 65
2010-07-10 04:12:00, 71.7, 66
2010-07-10 04:18:00, 78.4, 65
2010-07-10 04:24:00, 77.0, 67
2010-07-10 04:30:00, 70.3, 68
2010-07-10 04:36:00, 70.6, 65
2010-07-10 04:42:00, 69.2, 62
2010-07-10 04:48:00, 70.6, 60
2010-07-10 04:54:00, 76.8, 59
2010-07-10 05:00:00, 76.2, 61
2010-07-10 05:06:00, 76.2, 63
2010-07-10 05:12:00, 77.0, 61
2010-07-10 05:18:00, 73.2, 65
2010-07-10 05:24:00, 75.8, 71
2010-07-10 05:30:00, 70.9, 68
2010-07-10 05:36:00, 76.0, 66
2010-07-10 05:42:00, 79.0, 66
2010-07-10 05:48:00, 71.8, 65
2010-07-10 05:54:00, 71.9, 66
2010-07-10 06:00:00, 71.7, 64
2010-07-10 06:06:00, 76.9, 60
2010-07-10 06:12:00, 76.6, 63
2010-07-10 06:18:00, 74.5, 62
2010-07-10 06:24:00, 74.5, 61
2010-07-10 06:30:00, 73.0, 59
2010-07-10 06:36:00, 71.5, 59
2010-07-10 06:42:00, 67.8, 57
2010-07-10 06:48:00, 64.3, 55
2010-07-10 06:54:00, 60.5, 55
2010-07-10 07:00:00, 57.6, 54
2010-07-10 07:06:00, 54.8, 56
2010-07-10 07:12:00, 54.0, 57
2010-07-10 07:18:00, 49.9, 59
2010-07-10 07:24:00, 44.7, 57
2010-07-10 07:30:00, 45.8, 56
2010-07-10 07:36:00, 44.1, 53
2010-07-10 07:42:00, 45.9, 50
2010-07-10 07:48:00, 44.3, 48
2010-07-10 07:54:00, 42.6, 45
2010-07-10 08:00:00, 40.9, 45
2010-07-10 08:06:00, 37.7, 43
2010-07-10 08:12:00, 31.6, 43
2010-07-10 08:18:00, 30.7, 37
2010-07-10 08:24:00, 27.0, 30
2010-07-10 08:30:00, 19.6, 27
2010-07-10 08:36:00, 17.7, 15
2010-07-10 08:42:00, 15.0, 15
2010-07-10 08:48:00, 11.4, 353
2010-07-10 08:54:00, 7.9, 353
2010-07-10 09:00:00, 8.0, 313
2010-07-10 09:06:00, 12.4, 276
2010-07-10 09:12:00, 19.0, 266
2010-07-10 09:18:00, 25.1, 260
2010-07-10 09:24:00, 30.5, 258
2010-07-10 09:30:00, 30.9, 255
2010-07-10 09:36:00, 40.9, 257
2010-07-10 09:42:00, 44.9, 253
2010-07-10 09:48:00, 48.1, 255
2010-07-10 09:54:00, 51.9, 251
2010-07-10 10:00:00, 55.0, 250
2010-07-10 10:06:00, 58.3, 252
2010-07-10 10:12:00, 68.9, 251
2010-07-10 10:18:00, 71.1, 252
2010-07-10 10:24:00, 75.8, 249
2010-07-10 10:30:00, 76.0, 249
2010-07-10 10:36:00, 70.5, 249
2010-07-10 10:42:00, 71.9, 249
2010-07-10 10:48:00, 74.1, 247
2010-07-10 10:54:00, 76.0, 248
2010-07-10 11:00:00, 80.0, 242
2010-07-10 11:06:00, 75.0, 241
2010-07-10 11:12:00, 70.2, 235
2010-07-10 11:18:00, 70.1, 236
2010-07-10 11:24:00, 72.0, 232
2010-07-10 11:30:00, 70.1, 239
2010-07-10 11:36:00, 66.8, 236
2010-07-10 11:42:00, 65.6, 239
2010-07-10 11:48:00, 62.9, 235
2010-07-10 11:54:00, 62.2, 243
2010-07-10 12:00:00, 66.1, 234
2010-07-10 12:06:00, 77.6, 238
2010-07-10 12:12:00, 73.8, 236
2010-07-10 12:18:00, 71.9, 239
2010-07-10 12:24:00, 75.2, 238
2010-07-10 12:30:00, 65.1, 238
2010-07-10 12:36:00, 65.9, 235
2010-07-10 12:42:00, 72.4, 242
2010-07-10 12:48:00, 68.4, 241
2010-07-10 12:54:00, 52.2, 226
2010-07-10 13:00:00, 48.0, 225
2010-07-10 13:06:00, 45.8, 228
2010-07-10 13:12:00, 46.6, 229
2010-07-10 13:18:00, 51.0, 226
2010-07-10 13:24:00, 50.2, 225
2010-07-10 13:30:00, 45.0, 222
2010-07-10 13:36:00, 45.1, 227
2010-07-10 13:42:00, 41.1, 226
2010-07-10 13:48:00, 35.2, 221
2010-07-10 13:54:00, 28.1, 220
2010-07-10 14:00:00, 29.4, 225
2010-07-10 14:06:00, 27.6, 218
2010-07-10 14:12:00, 21.6, 211
2010-07-10 14:18:00, 18.5, 216
2010-07-10 14:24:00, 18.4, 211
2010-07-10 14:30:00, 15.2, 217
2010-07-10 14:36:00, 11.6, 206
2010-07-10 14:42:00, 11.3, 186
2010-07-10 14:48:00, 15.7, 163
2010-07-10 14:54:00, 15.2, 153
2010-07-10 15:00:00, 18.0, 155
2010-07-10 15:06:00, 21.0, 146
2010-07-10 15:12:00, 15.2, 132
2010-07-10 15:18:00, 18.6, 100
2010-07-10 15:24:00, 25.2, 107
2010-07-10 15:30:00, 23.9, 102
2010-07-10 15:36:00, 31.2, 104
2010-07-10 15:42:00, 33.1, 95
