Date/Time, Speed (cm/sec), Dir (true)
2010-06-09 20:12:00, 17.8, 228
2010-06-09 20:18:00, 34.9, 256
2010-06-09 20:24:00, 38.6, 251
2010-06-09 20:30:00, 41.5, 246
2010-06-09 20:36:00, 48.2, 248
2010-06-09 20:42:00, 49.3, 244
2010-06-09 20:48:00, 51.9, 243
2010-06-09 20:54:00, 60.8, 250
2010-06-09 21:00:00, 65.0, 256
2010-06-09 21:06:00, 69.3, 256
2010-06-09 21:12:00, 68.9, 254
2010-06-09 21:18:00, 71.5, 251
2010-06-09 21:24:00, 75.2, 249
2010-06-09 21:30:00, 74.1, 246
2010-06-09 21:36:00, 70.7, 247
2010-06-09 21:42:00, 67.1, 244
2010-06-09 21:48:00, 71.9, 246
2010-06-09 21:54:00, 68.2, 246
2010-06-09 22:00:00, 71.5, 245
2010-06-09 22:06:00, 75.9, 240
2010-06-09 22:12:00, 69.4, 236
2010-06-09 22:18:00, 66.7, 232
2010-06-09 22:24:00, 57.7, 229
2010-06-09 22:30:00, 61.3, 237
2010-06-09 22:36:00, 59.1, 231
2010-06-09 22:42:00, 63.4, 238
2010-06-09 22:48:00, 63.5, 241
2010-06-09 22:54:00, 56.8, 238
2010-06-09 23:00:00, 62.8, 228
2010-06-09 23:06:00, 56.2, 223
2010-06-09 23:12:00, 51.3, 226
2010-06-09 23:18:00, 56.8, 224
2010-06-09 23:24:00, 59.1, 224
2010-06-09 23:30:00, 50.9, 229
2010-06-09 23:36:00, 55.8, 231
2010-06-09 23:42:00, 56.2, 237
2010-06-09 23:48:00, 56.6, 236
2010-06-09 23:54:00, 48.3, 231
2010-06-10 00:00:00, 51.2, 228
2010-06-10 00:06:00, 47.0, 231
2010-06-10 00:12:00, 46.9, 231
2010-06-10 00:18:00, 42.5, 225
2010-06-10 00:24:00, 43.1, 221
2010-06-10 00:30:00, 36.2, 214
2010-06-10 00:36:00, 39.0, 222
2010-06-10 00:42:00, 37.1, 210
2010-06-10 00:48:00, 31.8, 214
2010-06-10 00:54:00, 30.9, 206
2010-06-10 01:00:00, 33.1, 206
2010-06-10 01:06:00, 31.5, 204
2010-06-10 01:12:00, 32.1, 204
2010-06-10 01:18:00, 30.0, 201
2010-06-10 01:24:00, 28.7, 202
2010-06-10 01:30:00, 27.0, 192
2010-06-10 01:36:00, 21.4, 197
2010-06-10 01:42:00, 22.2, 184
2010-06-10 01:48:00, 20.0, 179
2010-06-10 01:54:00, 22.6, 175
2010-06-10 02:00:00, 13.4, 205
2010-06-10 02:06:00, 8.7, 160
2010-06-10 02:12:00, 16.2, 148
2010-06-10 02:18:00, 17.1, 135
2010-06-10 02:24:00, 18.0, 121
2010-06-10 02:30:00, 17.5, 126
2010-06-10 02:36:00, 22.9, 115
2010-06-10 02:42:00, 25.9, 104
2010-06-10 02:48:00, 27.6, 93
2010-06-10 02:54:00, 31.5, 92
2010-06-10 03:00:00, 41.2, 80
2010-06-10 03:06:00, 43.2, 78
2010-06-10 03:12:00, 50.7, 77
2010-06-10 03:18:00, 57.1, 78
2010-06-10 03:24:00, 61.8, 80
2010-06-10 03:30:00, 61.0, 75
2010-06-10 03:36:00, 61.2, 79
2010-06-10 03:42:00, 66.2, 72
2010-06-10 03:48:00, 64.9, 71
2010-06-10 03:54:00, 65.1, 71
2010-06-10 04:00:00, 64.9, 74
